hour,price,category,frequency,is_essential,deliberation_minutes,on_wishlist,impulse_level
17,327.86,electronics,20,0,112,1,1
10,278.09,food,13,0,71,0,1
14,16.8,food,13,1,126,1,0
23,341.91,food,13,1,31,0,2
4,208.59,entertainment,8,0,117,1,0
15,161.53,home,17,0,6,0,2
21,53.05,clothing,3,1,2,0,1
1,169.1,clothing,11,0,32,1,1
23,79.55,food,10,1,1103,1,0
10,293.81,entertainment,16,0,224,1,0
9,55.24,home,6,0,86,1,0
13,63.63,home,14,1,72,0,1
15,351.43,electronics,8,0,7,0,2
4,455.05,clothing,2,1,602,1,0
12,241.06,clothing,19,0,7,0,3
14,294.52,food,15,1,105,0,1
21,285.56,electronics,3,0,59,1,0
4,313.9,beauty,13,0,1986,1,1
21,102.58,beauty,11,0,299,0,3
2,180.58,entertainment,1,0,559,0,2
5,185.78,electronics,7,0,65,0,2
0,247.36,food,2,1,49,0,1
8,227.22,entertainment,11,1,8,0,2
21,231.75,clothing,11,0,58,1,1
19,10.29,home,1,1,2089,1,0
15,193.11,clothing,9,0,4030,1,1
16,427.55,entertainment,14,0,202,1,1
11,360.96,home,7,1,405,1,0
14,459.79,clothing,11,0,143,0,2
0,406.32,clothing,8,1,973,1,0
4,288.09,food,3,1,456,1,0
0,369.57,electronics,20,1,662,0,2
14,317.35,electronics,4,0,132,1,0
4,103.76,beauty,3,0,9,0,3
2,6.9,beauty,8,0,32,0,3
12,163.6,home,7,1,1319,1,0
15,304.7,food,16,1,38,0,0
1,224.05,home,1,1,13,0,2
8,76.23,home,19,0,18,0,2
22,382.02,food,6,1,10,0,0
7,85.4,beauty,19,0,15,0,3
20,146.27,entertainment,9,0,5,0,2
16,8.46,beauty,9,0,98,1,1
1,36.08,electronics,2,0,11,0,3
2,338.65,beauty,15,1,427,0,1
2,162.61,electronics,20,0,88,1,0
8,364.94,electronics,15,1,1,0,1
11,252.35,entertainment,11,0,316,0,2
7,295.68,clothing,12,0,43,0,1
10,462.11,entertainment,15,0,1,0,3
4,75.33,entertainment,14,0,35,0,3
10,193.82,beauty,5,0,941,1,1
21,453.15,food,19,0,289,1,1
0,198.69,food,9,1,538,1,0
12,83.37,home,9,1,1,0,1
23,252.07,entertainment,6,0,15,0,3
11,480.91,clothing,11,0,5,0,3
4,121.4,entertainment,7,0,1172,1,2
9,317.6,electronics,10,0,101,0,1
3,301.56,home,10,1,213,1,0
22,432.73,electronics,19,0,27,1,1
14,188.15,food,7,0,86,0,0
10,318.77,entertainment,9,0,163,0,2
10,350.67,food,11,1,4,0,1
7,355.51,home,8,0,4435,1,0
18,237.53,clothing,11,0,408,1,0
4,313.69,clothing,17,0,23,0,3
23,136.67,entertainment,13,0,1,0,3
8,357.39,electronics,2,0,509,1,0
0,166.97,home,16,1,17,0,1
10,244.93,electronics,20,0,305,1,0
20,98.16,home,20,1,1908,0,0
23,442.96,home,17,1,2,0,2
13,351.82,clothing,10,1,2785,1,0
0,19.27,beauty,14,1,1,0,3
4,226.11,entertainment,18,0,86,0,3
10,58.33,electronics,15,1,84,0,2
14,145.96,home,5,1,10696,1,0
1,434.53,home,16,1,4609,1,0
23,190.64,clothing,14,0,852,1,0
10,308.48,clothing,10,0,14,0,2
1,442.21,clothing,5,0,105,0,3
4,80.03,home,6,0,17,1,0
11,486.3,electronics,3,0,189,0,1
15,203.28,clothing,17,0,86,0,2
22,81.72,clothing,7,0,673,1,0
8,117.56,clothing,18,1,1,0,1
22,116.63,clothing,2,1,1169,1,0
4,477.44,food,17,1,327,1,0
20,336.78,clothing,17,0,10,0,3
21,358.8,entertainment,18,0,243,1,0
1,108.37,home,16,1,88,0,1
18,441.42,home,6,1,422,1,0
0,458.02,beauty,20,0,19,0,3
16,197.27,food,20,1,68,1,0
8,199.35,beauty,10,0,67,0,1
20,337.56,entertainment,7,0,545,1,1
3,372.69,food,7,1,21,0,2
9,417.3,beauty,7,0,39,0,3
11,234.57,beauty,8,0,2,0,3
8,112.32,clothing,10,1,23,0,0
10,107.14,beauty,13,0,135,0,3
12,302.9,food,16,1,19,0,1
21,429.39,food,3,1,23,0,0
0,311.54,clothing,9,0,26,1,1
12,365.73,food,4,1,50,1,0
6,485.62,beauty,12,1,15,0,1
0,152.25,clothing,4,0,1531,1,0
6,64.56,beauty,1,0,4,0,3
5,12.1,clothing,8,0,157,0,2
22,280.94,electronics,1,0,33,0,2
23,347.44,food,3,1,735,1,0
1,251.22,entertainment,14,0,86,1,1
1,330.02,electronics,10,0,80,1,1
8,17.08,electronics,7,1,7,0,2
0,497.94,clothing,19,0,18,0,3
22,246.82,food,2,1,329,1,0
11,230.85,entertainment,18,0,570,0,2
11,364.47,home,5,1,1,0,1
13,91.11,entertainment,12,0,50,1,1
9,78.08,beauty,16,0,11,0,2
13,47.79,electronics,5,1,1134,1,0
14,228.13,home,6,0,267,1,0
20,76.8,electronics,18,0,27,0,2
18,74.06,food,13,1,48,0,1
3,495.3,home,2,1,44,0,1
8,467.58,beauty,6,0,1,0,3
10,247.14,electronics,12,0,828,1,0
21,410.58,food,19,1,5,0,1
3,116.78,beauty,15,0,6,0,3
6,359.52,home,4,1,158,0,0
22,475.3,food,13,1,1574,1,0
20,52.81,food,1,1,334,1,0
6,96.93,beauty,3,1,89,0,1
3,213.85,electronics,13,1,1903,0,1
10,196.93,food,10,1,56,0,0
15,319.43,home,2,0,3,0,2
15,163.22,clothing,9,0,26,0,3
12,377.69,clothing,14,0,13,0,2
11,474.82,beauty,16,0,607,1,0
15,380.73,clothing,16,1,351,1,0
7,363.52,beauty,4,0,98,0,2
7,303.79,entertainment,2,0,7,0,3
22,428.05,food,20,1,127,1,0
4,298.75,beauty,1,0,37,0,2
16,94.71,electronics,19,1,8,0,1
20,363.54,electronics,19,1,60,0,1
5,451.62,electronics,6,1,1,0,1
13,59.29,food,3,1,15,0,1
0,196.72,beauty,6,0,560,1,0
5,115.59,beauty,19,0,298,1,1
14,405.17,clothing,4,1,1921,1,0
19,283.57,entertainment,16,0,9,0,3
0,355.66,beauty,12,0,101,1,2
15,21.6,entertainment,18,0,155,1,0
2,135.07,beauty,12,0,61,0,2
7,453.78,food,4,1,25,1,0
5,334.0,entertainment,18,0,1889,1,1
2,485.58,beauty,6,0,113,1,1
1,119.96,food,10,1,10,0,1
0,189.07,home,1,1,27,0,1
18,267.61,electronics,5,1,14365,1,0
15,401.61,food,16,1,2297,1,0
5,196.99,beauty,18,0,86,1,1
21,67.84,home,5,0,473,1,0
16,494.98,clothing,19,1,14,0,2
13,420.69,electronics,8,0,41,0,2
13,26.24,electronics,13,1,35,0,1
11,198.43,home,8,0,186,1,0
19,474.95,home,14,0,713,0,2
5,124.46,home,10,1,287,1,0
19,20.3,clothing,18,1,7124,0,0
4,387.59,clothing,12,1,212,1,0
20,404.37,electronics,10,0,66,0,2
9,428.41,entertainment,17,0,746,0,3
22,296.83,home,20,1,2,0,2
4,237.32,clothing,16,0,37,0,3
19,317.53,electronics,9,0,1,0,3
19,259.19,electronics,11,0,28,0,2
11,486.31,food,11,1,16,0,1
8,300.89,beauty,7,0,90,0,2
4,402.11,beauty,10,0,140,0,2
22,273.67,electronics,7,0,6,0,2
5,63.02,beauty,10,0,1378,1,1
20,416.04,food,16,1,94,1,0
22,139.02,home,15,1,200,1,0
19,40.66,clothing,13,0,3,0,2
0,37.94,electronics,16,0,8,0,3
18,411.47,home,19,1,35,1,1
13,315.92,entertainment,20,0,245,0,2
10,64.13,food,4,1,34,0,1
1,25.31,clothing,9,1,217,0,1
4,393.02,beauty,14,0,178,0,3
18,34.64,clothing,11,0,1,0,3
9,217.75,food,8,1,265,0,1
8,464.29,electronics,8,1,1,0,1
10,382.36,food,13,1,8,0,2
5,50.13,beauty,20,0,44,1,1
15,66.66,food,14,1,4,0,2
5,446.48,food,9,1,154,1,0
9,220.42,home,13,1,1882,1,0
2,207.22,entertainment,15,0,511,0,3
19,376.59,clothing,18,0,65,1,2
21,248.3,home,11,1,5,0,2
19,197.01,entertainment,20,0,4275,1,1
2,302.47,beauty,13,0,1,0,3
6,160.53,entertainment,9,0,2933,1,0
7,192.82,entertainment,1,0,23,0,2
20,350.3,entertainment,1,0,1146,1,1
12,15.14,entertainment,15,0,295,1,0
8,177.37,electronics,12,0,1460,1,0
5,88.43,home,17,1,12,0,2
1,489.68,electronics,2,0,332,1,0
5,50.73,beauty,18,1,129,1,0
8,229.28,electronics,5,0,268,1,0
5,118.4,electronics,6,0,120,1,0
2,312.37,home,6,1,5,0,1
13,447.99,food,1,1,41,1,0
22,43.14,clothing,9,0,301,1,1
3,390.63,home,12,0,563,1,0
5,126.6,clothing,11,0,175,0,3
16,407.59,home,17,0,543,1,0
5,28.93,food,5,1,7,0,2
11,289.06,electronics,15,1,823,1,0
3,358.15,food,20,1,179,1,0
12,72.27,electronics,15,0,33,0,3
12,277.41,beauty,13,0,4,0,3
20,471.93,electronics,20,0,7,0,3
12,377.06,home,14,1,10,0,1
4,403.4,food,3,1,83,1,0
9,62.19,entertainment,13,0,31,1,1
10,246.17,clothing,7,0,10,0,3
4,227.72,home,5,0,267,1,0
7,75.45,food,15,1,20,1,0
22,235.28,food,15,1,68,0,1
7,474.12,beauty,4,0,518,1,1
14,455.15,beauty,14,1,179,1,0
16,278.05,clothing,16,1,34,1,0
9,461.38,food,1,0,26,1,0
22,282.99,clothing,1,0,18,0,3
11,16.95,entertainment,11,0,22,0,2
19,166.64,electronics,2,0,13,0,1
14,380.45,entertainment,17,1,306,0,1
23,375.72,home,3,0,193,1,1
12,168.43,beauty,15,0,1,0,2
4,75.39,food,3,1,77,1,0
7,25.74,electronics,1,0,770,1,0
18,100.86,food,14,1,19110,1,0
6,5.28,clothing,6,0,1005,1,0
15,394.57,food,15,0,167,1,0
21,249.27,clothing,15,0,103,1,1
23,489.83,entertainment,9,0,108,0,3
23,168.65,beauty,11,0,299,0,2
22,296.94,beauty,9,0,1,0,2
7,116.97,clothing,14,0,141,1,1
16,153.78,beauty,13,1,24,0,2
8,57.72,food,18,1,1,0,2
7,234.85,food,4,1,32,0,1
13,372.55,entertainment,19,0,23,1,2
5,313.41,beauty,3,0,1,0,3
1,220.63,entertainment,5,0,58,0,3
10,469.11,clothing,10,1,3,0,2
15,464.28,entertainment,19,0,1,0,3
7,146.8,home,6,1,13,0,1
18,191.54,clothing,4,1,7,0,1
0,79.27,entertainment,16,0,4,0,3
22,325.75,clothing,1,0,139,1,1
9,491.93,electronics,12,0,227,1,0
5,446.98,electronics,4,1,6,0,1
1,309.11,food,6,1,21,0,0
15,58.23,home,10,0,127,0,1
19,145.8,clothing,15,0,309,1,1
20,389.16,home,4,1,1712,1,0
9,20.86,electronics,6,0,4,0,1
11,476.09,electronics,10,0,5,0,2
13,404.45,food,10,1,473,1,0
14,78.62,food,2,1,79,0,0
3,78.1,entertainment,5,0,370,1,1
10,345.42,home,8,0,39,0,2
3,465.29,beauty,18,0,163,1,1
22,108.84,entertainment,2,0,112,1,0
11,37.7,clothing,9,0,91,0,1
14,330.87,entertainment,11,0,1,0,3
23,483.52,entertainment,11,0,38,0,3
22,96.06,food,9,1,8,0,2
10,78.34,food,8,1,607,0,0
8,454.12,beauty,6,0,141,0,3
20,183.56,electronics,20,1,157,1,0
15,386.93,home,7,1,85,1,0
21,429.6,beauty,17,0,381,1,1
16,496.85,home,20,1,177,0,0
23,401.14,entertainment,19,0,1,0,3
14,27.03,electronics,1,0,36,0,2
2,239.89,entertainment,15,0,10,0,3
7,461.93,home,8,1,3917,1,0
20,426.82,food,19,1,230,1,0
16,118.46,food,15,1,312,1,0
1,479.53,electronics,18,0,13,0,3
13,13.09,beauty,10,0,7,0,3
15,494.49,food,18,1,7629,1,0
3,428.34,entertainment,18,0,456,1,2
20,104.13,beauty,14,1,1,0,2
15,15.24,food,9,1,493,1,0
8,210.71,entertainment,7,0,138,1,0
9,158.2,home,18,0,217,1,1
4,437.24,clothing,8,1,9,0,3
8,482.75,clothing,15,0,47,0,2
17,235.32,clothing,16,0,332,1,0
2,181.35,clothing,12,1,1,0,3
17,472.75,beauty,1,0,81,0,2
2,496.1,food,5,1,27,0,0
22,269.73,entertainment,12,1,7,0,3
13,56.27,home,13,1,83,1,0
20,244.29,home,3,0,12,0,1
21,467.23,entertainment,18,0,494,1,1
20,187.59,clothing,2,0,1049,1,0
11,13.48,beauty,12,0,219,0,1
0,484.94,entertainment,3,0,859,1,1
16,282.9,clothing,19,1,1,0,1
17,364.32,electronics,4,0,131,1,0
20,161.95,electronics,18,0,1249,1,0
3,32.18,electronics,5,0,3,0,2
4,143.93,entertainment,3,0,2160,1,1
15,157.65,electronics,14,1,14,0,1
10,96.46,clothing,5,0,266,0,1
3,184.45,clothing,9,0,2902,1,1
3,95.4,food,19,1,317,1,1
8,159.19,home,18,0,82,1,0
22,276.72,home,18,1,1,0,2
9,54.72,entertainment,2,0,588,0,2
2,330.66,electronics,2,1,2529,1,0
18,6.98,entertainment,2,0,233,1,0
17,57.91,food,19,0,1178,0,2
7,45.59,food,6,1,7,0,2
3,317.27,clothing,16,1,2,0,3
5,370.24,beauty,17,0,14,0,3
21,263.87,electronics,19,0,17,0,1
6,248.86,food,2,1,23,0,1
12,100.27,home,10,1,18,0,1
18,208.71,home,10,1,2,0,1
3,354.92,electronics,20,0,5,0,3
12,297.41,beauty,9,0,21,0,2
20,292.2,beauty,8,0,2062,1,0
7,373.72,beauty,3,0,607,1,0
6,141.89,clothing,19,1,401,1,0
3,415.84,clothing,14,1,240,1,0
4,77.76,beauty,4,0,92,1,0
13,192.47,home,9,1,148,1,0
20,77.23,entertainment,12,0,1,0,3
21,125.17,entertainment,9,0,6977,1,1
13,234.47,clothing,2,0,537,0,2
6,209.64,electronics,5,1,2324,1,0
0,239.25,home,3,1,153,1,0
20,116.04,food,9,1,215,0,1
8,84.43,food,15,0,175,1,0
7,324.38,entertainment,8,0,4,0,3
20,467.32,clothing,9,0,190,0,1
22,53.92,beauty,17,0,45,0,3
0,36.17,clothing,8,0,478,1,1
7,380.08,beauty,18,0,13,0,3
16,461.3,beauty,16,0,292,1,1
0,167.05,beauty,18,0,756,1,1
15,100.74,clothing,10,0,1,0,2
22,403.27,home,7,0,121,0,2
19,284.78,electronics,4,1,75,0,1
7,165.73,electronics,12,0,1915,1,0
10,249.11,entertainment,18,1,187,1,0
18,448.48,food,14,1,313,1,0
13,269.82,beauty,3,0,43,0,2
17,223.43,food,8,1,249,1,0
3,23.12,clothing,19,0,3,0,3
20,296.37,entertainment,7,0,621,0,1
19,63.8,electronics,20,0,38,0,2
7,26.86,beauty,9,0,3,0,3
22,365.69,entertainment,7,0,4,0,3
3,48.91,home,8,0,506,1,0
13,349.71,electronics,15,0,124,1,1
23,53.27,beauty,19,1,9201,1,0
5,412.05,food,2,1,242,1,0
6,102.83,electronics,15,1,96,0,0
19,71.58,clothing,7,0,1,0,3
9,418.2,entertainment,5,0,91,0,1
5,239.5,clothing,6,0,5,0,3
21,422.24,entertainment,4,0,3539,1,1
2,81.1,clothing,14,1,14,0,2
8,358.28,beauty,18,0,15,0,3
18,449.99,home,11,0,108,1,0
19,268.76,home,7,0,151,0,1
19,419.16,entertainment,9,0,316,0,2
23,400.16,clothing,7,0,371,1,1
17,235.11,clothing,19,1,20,0,1
1,118.72,beauty,18,0,194,1,0
15,200.33,beauty,19,0,80,0,2
1,261.39,home,8,0,30,1,1
1,256.67,home,18,0,17087,1,1
17,46.37,home,18,1,154,1,0
17,72.41,food,2,1,1,0,1
6,74.16,food,3,1,28,0,1
2,213.95,beauty,18,1,41,0,2
14,86.49,electronics,11,1,2,0,1
0,388.78,beauty,1,0,2,0,3
2,164.64,beauty,19,1,6,0,2
15,476.78,clothing,15,0,247,0,2
11,33.34,beauty,20,1,60,1,0
11,159.86,beauty,4,0,23,0,1
9,377.5,electronics,6,1,38,0,0
19,335.73,home,16,1,615,0,1
2,79.54,electronics,17,0,221,1,0
12,237.09,home,14,1,344,1,0
1,6.38,electronics,8,1,19,0,1
2,183.93,home,9,1,22,0,1
18,65.86,entertainment,5,0,10,0,1
10,187.94,clothing,12,0,1738,1,1
18,190.79,clothing,18,0,4,0,3
1,206.33,food,14,1,23,0,1
14,310.96,clothing,20,0,111,0,3
16,96.46,clothing,2,1,729,1,0
3,433.3,electronics,17,1,49,0,1
16,370.56,electronics,9,0,61,0,1
17,474.48,entertainment,8,0,210,1,1
6,266.52,clothing,13,1,127,1,0
2,75.04,entertainment,20,0,8,0,3
16,287.85,beauty,10,0,14,1,0
7,440.33,beauty,5,0,26,0,2
16,218.29,clothing,10,0,324,1,0
14,437.35,entertainment,10,0,155,0,2
5,180.56,electronics,10,0,170,1,0
12,395.39,beauty,12,0,63,0,3
9,99.88,beauty,1,0,5,0,3
9,208.54,electronics,10,0,39,0,1
16,255.08,clothing,8,0,415,1,0
17,350.22,home,6,0,28,1,1
23,486.38,entertainment,20,0,226,1,2
22,173.26,electronics,2,0,392,1,0
6,458.66,food,12,1,18,0,0
18,160.96,beauty,4,0,3250,1,0
4,403.94,clothing,4,0,13,0,2
14,362.02,clothing,18,1,62,0,1
7,298.69,beauty,7,0,185,1,0
20,164.89,food,2,1,21,0,1
23,43.04,clothing,20,0,2,0,3
10,495.75,clothing,15,0,24,0,3
17,361.54,home,1,1,1032,1,0
0,498.65,clothing,19,1,30,0,1
3,277.12,home,17,0,6854,1,0
12,170.26,beauty,16,0,1148,1,0
19,64.25,beauty,14,0,37,0,2
21,110.78,electronics,20,0,794,1,0
1,42.74,home,3,0,21,0,2
20,387.07,electronics,4,0,63,1,0
12,267.29,electronics,1,0,50,0,3
13,101.38,beauty,6,0,15,0,2
16,78.2,food,15,1,343,1,0
2,50.65,clothing,10,1,1,0,2
23,26.21,electronics,1,0,35,1,0
15,468.12,entertainment,14,0,36,0,3
16,348.37,clothing,5,0,11,0,2
1,472.2,clothing,17,0,20160,1,1
12,442.85,clothing,1,0,55,0,2
2,163.59,beauty,7,1,628,1,0
6,130.74,electronics,12,1,8,0,2
17,95.78,home,4,1,211,0,0
13,382.71,beauty,5,0,1,0,3
8,148.75,clothing,4,1,4474,0,0
0,397.94,entertainment,7,0,2110,1,2
21,456.8,beauty,17,0,560,1,1
7,324.34,home,4,1,1,0,1
14,347.1,clothing,20,0,3,0,3
18,292.52,clothing,10,1,61,1,0
0,358.75,entertainment,9,0,424,1,1
19,354.55,home,14,0,2,0,3
12,435.44,beauty,10,0,6,0,2
19,374.28,beauty,15,1,16,0,2
4,269.96,electronics,19,1,27,0,2
7,77.73,home,4,1,12,0,0
9,286.89,food,6,1,77,1,0
7,150.74,food,14,1,29,0,1
1,206.87,beauty,1,0,1,0,3
12,321.92,entertainment,14,0,63,1,1
14,91.09,food,10,1,41,0,0
7,262.4,food,11,1,1,0,0
11,326.84,home,5,0,84,0,1
0,418.81,electronics,1,0,7006,0,2
21,63.31,food,19,1,101,1,0
17,403.27,food,13,1,580,1,0
21,77.57,beauty,9,1,68,0,0
18,192.26,entertainment,3,0,50,1,0
17,243.55,entertainment,4,0,1,0,2
4,384.41,home,11,1,11,0,1
3,129.71,food,9,1,2604,1,0
18,399.16,electronics,17,1,10,0,0
0,417.1,food,16,1,172,1,0
21,426.84,entertainment,20,0,5,0,3
2,499.23,clothing,13,0,151,1,1
21,100.7,home,11,0,5,0,3
0,28.72,clothing,13,0,41,0,3
8,44.65,beauty,20,1,255,0,1
1,229.3,food,17,1,1,0,2
14,322.83,beauty,5,1,118,1,0
20,143.5,clothing,16,0,1,0,3
12,85.34,beauty,15,0,77,0,1
13,337.34,home,5,1,1,0,2
2,374.2,entertainment,16,0,4,0,3
5,284.88,home,3,0,13,1,0
12,468.6,beauty,18,0,12,0,3
6,105.32,food,3,0,1,0,1
10,182.15,food,7,1,49,0,1
3,236.26,clothing,15,1,1,0,3
5,340.63,clothing,20,1,426,1,1
7,376.42,food,17,0,363,1,0
14,250.4,home,12,1,321,1,0
14,41.8,beauty,18,0,105,1,0
1,364.36,food,19,1,309,1,0
12,150.54,clothing,4,0,4949,1,0
1,122.07,food,9,1,861,1,0
17,58.6,food,15,1,248,0,1
16,89.31,food,3,1,283,1,0
2,439.7,home,18,0,1335,1,0
6,134.24,entertainment,6,0,1062,1,0
15,393.28,beauty,20,0,245,0,3
7,437.99,home,8,0,72,0,2
5,274.04,electronics,14,1,29,1,0
14,480.08,clothing,16,0,77,0,3
23,320.14,entertainment,4,0,213,0,3
12,431.15,entertainment,8,0,2,0,3
4,430.75,clothing,12,0,470,1,0
4,46.75,food,6,1,4964,1,0
21,83.81,entertainment,12,1,2541,1,0
14,468.84,beauty,9,0,2609,1,2
2,263.8,food,3,0,55,1,1
18,201.98,entertainment,20,0,20,0,2
17,387.42,electronics,8,0,53,0,2
9,392.76,clothing,6,1,6,0,2
10,400.2,home,8,0,1,0,2
23,301.12,beauty,9,0,495,1,1
4,152.58,home,11,0,4,0,3
17,316.61,beauty,3,0,58,0,3
17,256.23,clothing,15,1,15,0,2
7,448.12,entertainment,15,0,206,1,2
21,97.45,home,15,1,3,0,3
19,36.42,beauty,15,0,21,0,2
12,273.28,home,19,0,309,0,2
22,423.53,food,11,1,1446,1,0
23,23.9,beauty,18,0,39,0,3
12,323.56,beauty,8,0,141,0,2
0,333.47,electronics,13,1,79,0,0
21,231.03,clothing,1,0,788,1,0
17,92.07,beauty,11,0,4817,1,1
5,467.44,entertainment,15,0,578,1,2
11,414.1,home,10,1,90,1,0
4,343.35,beauty,19,0,1077,0,3
7,433.81,food,18,0,483,0,2
3,173.39,food,9,1,4,0,2
10,97.37,electronics,16,1,47,0,1
12,88.0,home,6,1,58,0,1
22,115.02,home,20,0,90,1,1
7,430.92,home,4,1,1473,1,0
11,17.7,beauty,16,0,201,0,1
17,165.57,home,11,0,51,0,1
9,413.31,food,1,1,2,0,1
3,439.49,home,19,1,3,0,2
15,301.51,food,2,1,13,0,1
10,293.08,electronics,2,1,249,1,0
12,157.25,electronics,10,0,2230,1,0
10,105.14,food,6,1,17,0,1
13,240.55,home,4,1,29,0,1
10,27.67,home,9,0,827,1,0
20,402.18,electronics,3,1,10591,1,0
14,194.55,home,4,0,14,0,2
17,34.77,beauty,5,0,586,1,0
11,69.24,home,17,1,2934,0,0
12,85.58,food,11,1,10,0,1
13,210.96,electronics,19,0,171,0,1
14,271.76,electronics,10,0,21,1,0
22,172.26,electronics,9,0,34,1,0
18,213.87,electronics,11,0,54,0,2
9,93.0,food,10,0,1,0,2
2,407.15,entertainment,11,1,112,0,1
0,441.83,clothing,5,0,1380,1,1
7,295.23,food,3,0,1687,1,0
3,400.66,electronics,3,1,10971,1,0
15,21.73,food,14,1,475,1,0
3,145.54,electronics,17,0,404,1,1
18,311.88,beauty,16,0,1,0,3
22,495.28,food,14,1,315,0,2
14,361.08,electronics,14,1,233,1,0
11,423.75,beauty,6,0,673,1,1
2,265.28,food,18,1,451,1,0
4,99.26,clothing,5,1,20160,1,0
20,8.51,electronics,20,1,434,1,0
0,443.31,home,8,1,9,0,3
6,360.18,entertainment,12,1,528,1,0
15,204.99,beauty,3,0,115,1,1
5,450.43,entertainment,15,0,113,0,3
11,283.21,electronics,16,1,957,1,0
18,471.36,electronics,5,0,29,0,2
21,372.24,entertainment,18,0,5223,1,1
1,276.94,food,15,0,1,0,3
5,36.34,beauty,7,0,1,0,3
23,112.55,home,19,0,444,0,2
0,166.28,food,5,1,231,0,1
19,110.98,entertainment,6,0,16,0,2
10,330.34,home,3,0,253,1,0
17,76.22,food,11,1,34,0,1
7,395.73,home,7,1,89,0,0
8,211.85,entertainment,15,0,14,0,2
7,84.97,entertainment,10,0,449,1,0
10,134.21,electronics,19,0,2,0,3
19,359.17,clothing,6,0,32,0,2
18,222.2,food,19,1,167,1,0
1,168.9,beauty,20,0,2,0,3
15,360.79,food,16,1,3,0,2
4,291.89,home,17,1,13450,1,0
21,377.61,clothing,5,0,899,1,0
23,432.17,home,7,1,161,0,0
8,381.69,entertainment,20,0,52,0,3
14,261.72,home,19,1,13,0,0
22,371.29,beauty,12,0,1385,1,1
7,320.53,entertainment,2,0,60,0,2
1,104.99,electronics,10,1,339,1,0
2,408.26,home,11,1,128,1,0
5,477.28,beauty,19,0,428,0,3
0,390.58,beauty,19,0,209,0,3
18,375.89,beauty,1,1,118,1,0
8,328.61,beauty,17,0,36,0,3
6,456.27,home,14,0,6653,1,1
21,298.78,clothing,20,0,121,1,0
1,318.48,beauty,5,0,2069,1,1
21,462.37,entertainment,14,0,21,0,3
1,62.01,beauty,3,0,195,1,0
3,69.1,food,2,1,19,0,1
14,72.31,electronics,17,0,65,0,1
6,463.11,beauty,7,1,22,0,1
13,193.24,food,18,1,43,1,0
20,439.05,electronics,17,1,883,0,0
9,92.19,clothing,10,1,4,0,1
12,314.55,food,11,1,85,0,1
10,491.08,food,20,1,318,1,0
18,100.86,electronics,12,0,24,0,1
2,406.18,beauty,1,0,500,1,1
21,286.59,electronics,5,0,1,0,1
0,389.3,food,15,1,4311,1,0
13,467.91,home,11,1,2217,1,0
4,109.95,clothing,9,0,14,0,3
4,17.69,entertainment,2,0,107,1,1
5,242.26,home,16,1,227,1,0
19,35.45,beauty,3,0,39,0,2
0,209.11,food,5,1,14,0,0
3,174.48,electronics,6,0,484,0,2
20,8.75,beauty,10,1,1713,1,0
0,309.99,entertainment,16,0,1,0,3
14,187.44,electronics,20,1,17,0,1
21,390.3,electronics,12,1,46,0,2
7,129.38,clothing,5,0,389,1,1
13,6.35,clothing,18,1,2047,1,0
16,65.71,food,1,1,5,0,1
13,279.15,clothing,15,0,1,0,3
2,247.05,entertainment,17,1,47,1,0
3,407.11,beauty,12,0,257,1,1
0,434.87,clothing,11,0,6,0,3
6,256.64,entertainment,15,0,12554,1,1
22,118.45,clothing,2,0,70,1,1
16,477.17,entertainment,10,0,9,0,3
3,353.51,clothing,1,0,366,1,1
17,430.41,beauty,12,0,143,0,3
19,130.61,clothing,7,1,197,1,0
6,499.88,food,20,1,3,0,1
14,461.37,entertainment,13,0,410,1,0
11,294.65,home,8,0,11,0,2
15,14.4,clothing,9,0,221,0,1
9,482.72,beauty,19,1,354,1,0
3,30.04,home,16,0,881,1,0
8,23.49,beauty,9,0,1,0,3
17,38.63,beauty,19,0,105,0,2
20,349.74,home,1,1,35,0,0
22,37.56,food,2,1,13,0,0
1,404.88,electronics,20,0,12,0,3
12,392.75,home,16,0,5,0,3
6,234.31,entertainment,4,0,129,1,0
17,376.2,clothing,14,0,13,0,3
4,112.06,electronics,2,0,288,0,2
7,120.48,food,11,1,162,1,0
22,483.69,beauty,19,0,58,0,3
3,497.86,entertainment,1,0,1,0,3
8,86.75,entertainment,5,1,6,0,1
16,233.07,home,6,1,3927,0,0
5,332.07,beauty,1,0,9,0,2
8,52.06,home,3,1,323,0,0
19,287.92,home,17,0,2,0,2
14,450.91,clothing,3,0,341,0,2
23,418.96,home,19,0,14,0,3
16,20.12,clothing,18,0,6,0,3
9,269.88,food,4,1,23,0,1
11,263.36,beauty,8,0,138,0,2
16,190.03,clothing,18,1,9,0,2
8,272.35,entertainment,16,0,16,0,2
5,421.85,entertainment,19,0,8,0,3
2,383.48,beauty,3,0,124,0,2
15,338.8,home,9,0,1,0,3
13,282.05,home,5,1,25,0,1
18,471.92,beauty,16,0,1603,1,2
1,296.48,food,4,1,6,0,1
18,214.64,electronics,14,1,2,0,2
20,127.82,entertainment,10,0,364,0,1
17,281.3,electronics,13,1,12,0,2
14,292.61,beauty,13,0,55,0,3
19,463.48,beauty,10,0,67,1,1
17,128.08,electronics,20,0,100,1,0
16,159.63,clothing,15,1,10,0,1
3,196.04,food,12,1,289,1,0
20,206.28,home,18,1,136,0,1
18,480.28,food,9,1,1,0,1
16,117.84,clothing,14,1,119,1,0
